DOE_ID,ScanLevel,P1_MPa,P2_MPa,W_kW,Cp_mg_L,Recovery,RecoveryError,TargetMet,PhysicalFeasible,Success,RootEvalCount,Runtime_s,FailureReason,SelectedBest
1519,coarse,3.73865501256038,NaN,NaN,NaN,NaN,NaN,0,0,0,5,34.0326444,recovery_not_bracketed_in_P2,0
1519,coarse,3.81867860883125,NaN,NaN,NaN,NaN,NaN,0,0,0,5,31.4321245,recovery_not_bracketed_in_P2,0
1519,coarse,3.89870220510212,NaN,NaN,NaN,NaN,NaN,0,0,0,5,25.9091011,recovery_not_bracketed_in_P2,0
1519,coarse,3.97872580137299,NaN,NaN,NaN,NaN,NaN,0,0,0,5,5.4206722,recovery_not_bracketed_in_P2,0
1519,coarse,4.05874939764386,NaN,NaN,NaN,NaN,NaN,0,0,0,5,4.632472,recovery_not_bracketed_in_P2,0
1519,coarse,4.13877299391473,NaN,NaN,NaN,NaN,NaN,0,0,0,5,4.3950605,recovery_not_bracketed_in_P2,0
1519,coarse,4.2187965901856,8.27446377765092,157.135784651682,427.370509599089,0.491716835103141,9.93359124118465e-06,1,0,1,9,6.7549246,,0
1519,coarse,4.29882018645647,8.20699000494575,153.562923749191,429.907699832176,0.49170699417941,9.26675108314789e-08,1,0,1,13,9.7255263,,0
1519,coarse,4.37884378272734,8.1396935134807,150.069405744226,432.440866373443,0.491708192619585,1.29110768487539e-06,1,0,1,11,8.9896214,,0
1519,coarse,4.45886737899821,8.07248789582698,146.65403287121,434.980273581678,0.49170831266199,1.41115008994719e-06,1,0,1,11,9.3889309,,0
1519,coarse,4.53889097526908,8.00550363549524,143.32110318504,437.52765472968,0.491710077082295,3.17557039541949e-06,1,0,1,10,8.1446143,,0
1519,coarse,4.61891457153996,7.93875032581389,140.07116187007,440.087450641618,0.491709854445265,2.95293336566305e-06,1,0,1,10,7.6441075,,0
1519,coarse,4.69893816781083,7.87231180857122,136.906465607182,442.660708836184,0.491709455391049,2.55387914965821e-06,1,0,1,10,7.3867582,,0
1519,coarse,4.7789617640817,7.80627469511286,133.829067282511,445.24758183299,0.491711530476632,4.62896473274466e-06,1,0,1,9,7.726024,,0
1519,coarse,4.85898536035257,7.74058046193862,130.836904854219,447.852423001494,0.491710389198323,3.48768642371988e-06,1,0,1,9,7.5470728,,0
1519,coarse,4.93900895662344,7.67530855488012,127.931486661586,450.474489328432,0.491709249351238,2.34783933839022e-06,1,0,1,9,7.0400008,,0
1519,coarse,5.01903255289431,7.61048179175166,125.112665811034,453.114484465817,0.491708230109127,1.32859722778988e-06,1,0,1,9,6.7525456,,0
